赛事,主队,客队,主队进球,客队进球,亚盘水位,亚盘,赔率水位,胜,平,负,返还率
欧洲杯,瑞士,土耳其,3,1,1.025,一球,0.775,1.6,4.2,5.25,94.90%
欧洲杯,荷兰,马其顿,3,0,1,两球,0.9,1.22,6.5,13,95.20%
欧洲杯,乌克兰,奥地利,0,1,1.01,平手,0.89,3.9,2.1,3.1,94.80%
欧洲杯,芬兰,比利时,0,2,0.9,受一球/球半,1,9,4.75,1.36,94.60%
欧洲杯,丹麦,俄罗斯,4,1,1.075,一球,0.725,1.57,4.2,5.5,94.60%
挪超,莫尔德,斯塔贝,2,1,1.05,球半/两球,0.75,1.3,5,10,93.50%
挪超,罗森博,萨堡,0,1,0.725,一球,1.075,1.45,4.2,7,93.40%
挪超,布兰,奥德,1,3,1.15,半球,0.675,2,3.6,3.5,94.00%
挪超,特罗姆,利勒斯,1,2,1.15,半球,0.675,2,3.6,3.5,94.00%
挪超,瓦勒伦,博德,1,1,0.675,受平手/半球,1.15,2.3,3.6,2.88,94.40%
美洲杯,委内瑞,厄瓜多,2,2,0.91,受半球/一球,0.99,6.5,3.75,1.57,94.60%
美洲杯,哥伦比,秘鲁,1,2,0.92,半球/一球,0.98,1.73,3.4,5.5,94.90%
美洲杯,乌拉圭,智利,1,1,0.95,平手/半球,0.95,2.3,2.88,3.7,95.00%
日职,福冈,神户,1,2,1.05,平手,0.8,3.3,3.2,2.2,93.50%
日职,札幌,大分,2,0,0.975,半球/一球,0.875,1.57,3.75,6,93.40%
日职,横滨FC,东京FC,0,1,0.85,受半球,1,4.75,3.75,1.7,93.90%
日职,广岛,太阳神,1,0,0.875,平手/半球,0.975,1.75,3.7,4.5,94.00%
日职乙,冈山,FC琉球,3,0,1.075,平手,0.725,2.6,3.1,2.8,94.00%
日职乙,磐田,千叶,1,0,0.975,半球/一球,0.875,1.75,3.5,4.75,93.70%
欧洲杯,瑞典,斯洛伐,1,0,0.93,半球,1,1.83,3.3,4.8,94.50%
欧洲杯,克罗地,捷克,1,1,0.9,平手/半球,1.03,2.2,3.25,3.5,95.40%
欧洲杯,英格兰,苏格兰,0,0,1.07,球半,0.86,1.3,5.5,11,96.00%
欧洲杯,匈牙利,法国,1,1,0.92,受球半,1.01,13,5.5,1.25,94.50%
欧洲杯,德国,葡萄牙,4,2,0.94,平手/半球,0.99,2.2,3.4,3.3,95.10%
欧洲杯,西班牙,波兰,1,1,0.99,球半,0.94,1.33,5.25,10,95.90%
美洲杯,智利,玻利维,1,0,0.86,球半/两球,1.04,1.33,5.25,9,94.90%
美洲杯,阿根廷,乌拉圭,1,0,1.09,半球,0.81,1.91,3.4,4.2,94.70%
世外亚洲,伊朗,伊拉克,1,0,0.875,一球,0.975,1.4,4,7.5,91.10%
世外亚洲,泰国,马来,0,1,0.875,半球,0.975,1.83,3.75,3.75,92.60%
世外亚洲,中国,叙利亚,3,1,1,半球/一球,0.85,1.73,3.6,4.75,93.80%
世外亚洲,沙特,乌兹别,3,0,0.8,平手,1.05,2.38,3.2,3,93.80%
世外亚洲,澳大利,约旦,1,0,1.05,一球,0.8,1.53,3.8,6.5,93.40%
欧洲杯,匈牙利,葡萄牙,0,3,0.83,受一球/球半,1.1,8.5,4.5,1.4,94.90%
欧洲杯,德国,法国,0,1,0.87,平手,1.06,2.6,3.3,2.75,95.10%
欧洲杯,俄罗斯,芬兰,1,0,1.09,一球,0.84,1.57,3.9,6.5,95.50%
欧洲杯,土耳其,威尔士,0,2,0.99,平手,0.94,2.8,3.1,2.75,95.80%
欧洲杯,意大利,瑞士,3,0,0.97,半球/一球,0.96,1.67,3.6,5.75,95.20%
欧洲杯,乌克兰,马其顿,2,1,0.85,半球,1.08,1.8,3.6,4.75,95.80%
欧洲杯,丹麦,比利时,1,2,0.86,受半球,1.07,4.33,3.3,1.95,95.50%
欧洲杯,荷兰,奥地利,2,0,0.82,半球/一球,1.11,1.6,3.8,6,94.80%
美洲杯,哥伦比,委内瑞,0,0,1.03,球半,0.87,1.33,4.75,11,94.90%
欧洲杯,威尔士,瑞士,1,1,0.92,受半球,1.01,4.75,3.2,1.91,95.50%
欧洲杯,丹麦,芬兰,0,1,1.125,球半,0.81,1.33,4.75,12,95.60%
欧洲杯,俄罗斯,比利时,0,3,0.83,受半球,1.1,4,3.4,2,95.80%
欧洲杯,英格兰,克罗地,1,0,0.97,一球,0.96,1.53,4,7,95.60%
欧洲杯,奥地利,马其顿,3,1,1.04,半球/一球,0.89,1.73,3.5,5.25,94.90%
欧洲杯,荷兰,乌克兰,3,2,0.84,一球,1.09,1.5,4.33,6.5,95.10%
欧洲杯,苏格兰,捷克,0,2,0.93,平手,1,2.8,2.9,2.9,95.50%
欧洲杯,波兰,斯洛伐,1,2,1.05,半球/一球,0.88,1.7,3.5,5.75,95.40%
欧洲杯,西班牙,瑞典,0,0,0.89,一球/球半,1.04,1.33,5,10,95.10%
挪超,桑德,莫尔德,1,3,0.86,受半球/一球,1.04,4.5,4,1.7,94.30%
挪超,克里斯,奥德,2,0,1.01,半球,0.89,1.95,3.5,4,95.40%
美洲杯,巴西,委内瑞,3,0,0.88,两球半,1.02,1.08,10,34,94.80%
美洲杯,哥伦比,厄瓜多,1,0,1.1,半球,0.8,2.05,3.25,4,95.60%
美洲杯,阿根廷,智利,1,1,0.91,半球/一球,1.02,1.67,3.5,6,95.10%
友谊赛,奥地利,斯洛伐,0,0,0.925,半球/一球,0.925,1.67,3.5,5.5,93.80%
友谊赛,丹麦,波黑,2,0,0.925,一球/球半,0.925,1.36,4.5,9,93.60%
友谊赛,英格兰,罗马尼,1,0,0.875,球半/两球,0.975,1.2,6.5,13,94.00%
友谊赛,荷兰,格鲁吉,3,0,0.825,球半,1.025,1.22,5.75,12,92.90%
友谊赛,摩尔多,阿塞拜,1,0,0.975,受半球,0.875,4.33,3.2,1.75,89.70%
友谊赛,卢森堡,苏格兰,0,1,1,受半球/一球,0.85,5.5,3.8,1.6,93.50%
友谊赛,挪威,希腊,1,2,0.975,平手/半球,0.875,2.2,3.2,3.4,94.20%
友谊赛,比利时,克罗地,1,0,1.05,半球/一球,0.8,1.73,3.6,4.75,93.80%
友谊赛,塞尔维,牙买加,1,1,0.975,一球,0.875,1.5,4,7,94.40%
友谊赛,乌克兰,塞浦路,4,0,0.85,球半,1,1.2,6,15,93.80%
友谊赛,德国,拉脱维,7,1,0.9,四球,0.95,1.02,17,34,93.60%
世外亚洲,伊朗,巴林,3,0,0.9,一球,0.95,6.5,3.9,1.5,92.90%
世外亚洲,阿联酋,泰国,3,1,0.975,一球/球半,0.875,1.36,5.25,7,93.60%
世外亚洲,阿曼,卡塔尔,0,1,0.875,受一球,0.975,1.5,3.9,7,93.80%
友谊赛,芬兰,爱沙尼,0,1,0.9,一球,0.95,1.45,4.1,7.5,93.70%
友谊赛,西班牙,葡萄牙,0,0,0.9,平手/半球,0.95,2.1,3.3,3.5,93.90%
友谊赛,匈牙利,塞浦路,1,0,0.825,半球/一球,1.025,1.57,4,5.75,94.30%
友谊赛,意大利,捷克,4,0,0.875,一球,0.975,1.45,4.2,7,93.40%
友谊赛,法罗,冰岛,0,1,1.025,受半球,0.825,4.75,3.4,1.75,92.90%
友谊赛,俄罗斯,保加利,1,0,0.875,一球/球半,0.975,1.36,4.5,9.5,94.10%
友谊赛,威尔士,阿尔巴,0,0,0.975,半球/一球,0.875,1.65,3.4,5.75,93.10%
友谊赛,瑞典,亚美尼,3,1,0.95,球半,0.9,1.28,5.5,9.5,93.60%
友谊赛,黑山,以色列,1,3,1.1,平手,0.775,3.1,3.1,2.4,94.20%
世外亚洲,沙特,也门,3,0,0.85,三球,1,1.05,10,19,90.50%
日职乙,山口,爱媛,2,2,1.025,平手/半球,0.825,2.4,3.1,3.25,95.50%
日职乙,北九州,磐田,0,2,0.925,受一球,0.925,6.5,4.2,1.5,94.50%
日职乙,松本,町田,1,5,0.725,受平手/半球,1.075,3,3.2,2.45,94.90%
日职乙,甲府,新泻,2,2,1,平手,0.85,2.8,3.2,2.62,95.10%
友谊赛,波黑,黑山,0,0,0.875,半球,0.975,1.83,3.3,5,95.30%
友谊赛,白俄,阿塞拜,1,2,0.85,平手/半球,1,2.1,3.25,3.5,93.50%
友谊赛,挪威,卢森堡,1,0,1.025,球半,0.825,1.3,5.5,8.5,93.60%
友谊赛,荷兰,苏格兰,2,2,0.85,一球,1,1.44,4.2,8,94.60%
友谊赛,罗马尼,格鲁吉,1,2,0.775,平手/半球,1.1,2,3,4.5,94.70%
友谊赛,英格兰,奥地利,1,0,0.875,一球,0.975,1.44,4.33,7,93.60%
友谊赛,德国,丹麦,1,1,0.825,平手/半球,1.025,2.05,3.5,3.5,94.40%
友谊赛,法国,威尔士,3,0,0.9,一球/球半,0.95,1.33,4.75,10,94.10%
友谊赛,土耳其,摩尔多,2,0,0.975,两球/两球半,0.875,1.12,7.5,19,92.70%
友谊赛,乌克兰,北爱,1,0,0.875,半球/一球,0.975,1.61,3.4,6.5,93.50%
友谊赛,比利时,希腊,1,1,0.9,一球/球半,0.95,1.33,4.75,8.5,92.60%
世外亚洲,泰国,印尼,2,2,0.875,球半/两球,0.975,1.2,5.75,11,91.10%
世外亚洲,阿联酋,马来,4,0,0.825,球半,1.025,1.3,5,9.5,93.10%
世外亚洲,巴勒斯,新加坡,4,0,0.975,半球/一球,0.875,1.67,3.5,4.75,91.30%
友谊赛,瑞典,芬兰,2,0,0.825,半球/一球,1.025,1.61,3.5,6,93.20%
友谊赛,墨西哥,冰岛,2,1,0.875,一球/球半,0.975,1.4,4.5,8,94.20%
友谊赛,瑞士,美国,2,1,0.85,半球,1,1.8,3.25,4.33,91.40%
欧冠,曼城,切尔西,0,1,0.97,半球,0.96,1.91,3.3,4.33,94.60%
德甲,基尔,科隆,1,5,0.84,受半球,1.06,3.5,3.6,2,94.00%
法乙,南特,图卢兹,0,1,0.85,平手/半球,0.95,2.05,3.3,3.4,92.20%
挪超,姆延达伦,莫尔德,0,0,0.97,受半球/一球,0.93,4.5,4,1.65,92.70%
挪超,克里斯,利勒斯,1,0,1.03,半球,0.87,1.95,3.6,3.6,93.60%
挪超,奥德,博德,1,0,0.95,受半球,0.95,3.75,3.8,1.85,93.40%
挪超,罗森博,斯塔贝,4,2,0.96,一球/球半,0.94,1.4,4.75,7.5,94.50%
挪超,布兰,斯特罗,3,0,0.84,平手/半球,1.06,2,3.6,3.4,93.30%
挪超,特罗姆,萨堡,0,2,1.04,半球,0.86,1.91,3.5,3.5,91.30%
挪超,瓦勒伦,桑德,3,1,0.93,一球/球半,0.97,1.36,5.25,7.5,94.40%
挪超,海于松,维京,4,2,0.88,平手/半球,1.02,2.1,3.4,3.3,93.20%
日职,鹿岛,樱花,1,0,1,半球/一球,0.85,1.7,4,4.5,94.30%
日职,太阳神,神户,1,2,0.9,平手/半球,0.95,2.25,3.5,3,94.00%
日职,大分,横滨,0,1,0.975,受一球,0.875,5.25,4.5,1.53,93.80%
日职,湘南,川崎,1,1,1.05,受一球/球半,0.8,8.5,5,1.33,93.50%
日职,名古屋,仙台,0,1,1,半球/一球,0.85,1.67,3.5,5.5,93.80%
欧罗巴,比利亚,曼联,1,1,1,受半球,0.93,4.1,3.5,1.91,95.00%
挪超,博德,海于松,2,0,0.99,一球/球半,0.91,1.4,4.75,6.5,92.70%
挪超,利勒斯,奥德,1,0,1.1,平手/半球,0.8,2.4,3.4,2.88,94.50%
挪超,桑德,罗森博,1,2,1.02,受半球,0.88,4.33,3.6,1.83,94.80%
挪超,萨堡,克里斯,0,1,0.95,平手/半球,0.95,2.1,3.3,3.1,90.80%
挪超,斯塔贝,布兰,2,0,1.06,平手/半球,0.84,2.2,3.6,2.8,91.80%
挪超,斯特罗,特罗姆,1,1,0.85,平手/半球,1.05,2,3.75,3.3,93.50%
挪超,维京,姆延达伦,2,1,1.06,半球/一球,0.84,1.73,3.6,4.5,92.80%
挪超,莫尔德,瓦勒伦,2,3,1.03,半球/一球,0.87,1.75,4.2,4,94.40%
英超,维拉,切尔西,2,1,0.88,受一球/球半,1.02,6.5,4.75,1.45,94.90%
英超,富勒姆,纽卡斯,0,2,0.75,平手,1.05,2.4,3.4,2.9,94.70%
英超,利兹,西布罗,3,1,0.89,一球,1.01,1.53,4.75,5.25,94.80%
英超,莱切城,热刺,2,4,1.05,半球/一球,0.85,1.83,4.2,3.75,95.10%
英超,利物浦,水晶宫,2,0,0.89,两球/两球半,1.01,1.14,8.5,15,94.20%
英超,曼城,埃弗顿,5,0,1.02,球半/两球,0.88,1.3,6,9,95.50%
英超,谢菲联,伯恩利,1,0,1.04,平手,0.86,2.8,3.4,2.5,95.10%
意甲,亚特兰,AC米兰,0,2,1.025,平手/半球,0.775,2.25,4,2.7,93.90%
意甲,博洛尼,尤文,1,4,1.03,受球半/两球,0.9,9.5,5.75,1.28,94.30%
意甲,萨索洛,拉齐奥,2,0,0.98,半球/一球,0.95,1.73,4.5,4,95.20%
意甲,那不勒,维罗纳,1,1,1.02,球半/两球,0.91,1.25,6.5,9.5,94.40%
意甲,都灵,贝内文,1,1,1,一球,0.8,1.6,4.5,5,95.50%
西甲,格拉纳,赫塔费,0,0,1.07,平手,0.86,2.88,3.25,2.5,94.80%
西甲,塞维利,阿拉维,1,0,0.84,一球/球半,1.09,1.36,5.25,8,95.20%
德甲,拜仁,奥格斯,5,2,0.89,两球半,1.04,1.12,9,17,94.10%
德甲,多特,勒沃,3,1,1.09,一球/球半,0.84,1.53,4.75,5.25,94.80%
德甲,法兰克,弗赖堡,3,1,1.08,半球,0.85,2,4.33,3.1,94.90%
德甲,柏林联,莱比锡,2,1,0.97,受半球,0.96,3.7,3.9,1.91,95.20%
德甲,斯图加,比勒费,0,2,1.06,平手/半球,0.87,2.2,4,2.88,95.10%
德甲,不来梅,门兴,2,4,1.04,受平手/半球,0.89,3,4,2.1,94.40%
意甲,卡利亚,热那亚,0,1,0.91,半球,1.02,1.91,3.75,3.75,94.60%
意甲,克罗托,佛罗伦,0,0,1.06,受半球,0.87,3.6,4.33,1.83,94.80%
意甲,桑普多,帕尔马,3,0,0.85,半球/一球,1.08,1.67,4.6,4.2,94.90%
西甲,埃尔切,毕尔巴,2,0,1.08,半球,0.85,2,3.7,3.5,94.70%
西甲,塞尔塔,贝蒂斯,2,3,1.03,受平手/半球,0.9,3.3,3.75,2.05,94.60%
西甲,皇马,比利亚,2,1,1,一球,0.93,1.5,4.5,5.5,93.40%
西甲,巴利亚,马竞技,1,2,0.93,受球半,1,9.5,5.5,1.3,94.70%
西甲,埃瓦尔,巴萨,0,1,1.075,受半球/一球,0.83,4.75,4.5,1.61,94.90%
英超,曼联,富勒姆,1,1,0.92,球半,1.01,1.28,6,9.5,95.00%
英超,南安普,利兹,0,2,1.01,平手,0.92,2.6,3.75,2.5,95.10%
英超,布赖顿,曼城,3,2,0.84,受一球/球半,1.09,7,4.5,1.44,94.40%
英超,切尔西,莱切城,2,1,0.94,半球/一球,0.99,1.67,3.75,5.25,94.70%
英超,埃弗顿,狼队,1,0,1.09,半球/一球,0.84,1.73,3.75,4.75,94.80%
英超,纽卡斯,谢菲联,1,0,0.93,半球,1,1.9,3.6,4,94.90%
英超,热刺,维拉,1,2,1.08,一球,0.85,1.6,4.5,5,95.50%
英超,水晶宫,阿森纳,1,3,0.83,受一球,1.1,5.75,4.2,1.55,94.60%
英超,伯恩利,利物浦,0,3,1.07,受球半,0.86,9,6,1.28,94.40%
英超,西布罗,西汉姆,1,3,0.83,受一球,1.1,5.25,4.33,1.57,94.50%
意甲,拉齐奥,都灵,0,0,1,平手/半球,0.93,2.25,3.3,3.3,95.20%
意杯,亚特兰,尤文,1,2,0.8,平手,1.05,2.45,3.4,2.88,95.30%
解放者杯,最强者,桑托斯,2,1,0.8,半球,1.05,1.75,4.2,4,94.40%
解放者杯,蒙国民,天主大,1,0,0.85,平手,1,2.4,3.3,2.62,90.80%
英超,热刺,狼队,2,0,0.96,一球,0.97,1.5,4.5,6,94.70%
英超,西布罗,利物浦,1,2,0.83,受两球,1.1,12,7.5,1.2,95.20%
德甲,美因茨,多特,1,3,0.85,受球半,1.08,6.5,5.25,1.4,94.50%
德甲,莱比锡,沃尔夫,2,2,0.85,平手/半球,1.08,2.05,3.6,3.4,94.40%
意甲,贝内文,克罗托,1,1,0.84,一球/球半,1.09,1.36,5.5,7,94.30%
意甲,乌迪内,桑普多,0,1,1.11,平手/半球,0.82,2.35,3.5,2.9,94.70%
意甲,帕尔马,萨索洛,1,3,1.01,受一球/球半,0.92,6,5,1.44,94.20%
意甲,AC米兰,卡利亚,0,0,0.9,球半,1.03,1.28,6,10,95.40%
西甲,毕尔巴,皇马,0,1,0.92,受一球,1.01,6,4.5,1.5,94.70%
西甲,马竞技,奥萨苏,2,1,1,球半/两球,0.93,1.22,6,13,94.10%
西甲,巴萨,塞尔塔,1,2,0.92,两球,1.01,1.22,7,11,94.90%
西甲,贝蒂斯,韦斯卡,1,0,1.08,半球,0.85,1.95,3.6,3.8,94.90%
西甲,社会,巴利亚,4,1,0.85,一球,1.08,1.44,4.2,8,94.60%
西甲,比利亚,塞维利,4,0,1,平手/半球,0.93,2.1,3.7,3.25,94.90%
英超,南安普,富勒姆,3,1,0.88,半球,1.05,1.91,3.6,4,95.10%
英超,布赖顿,西汉姆,1,1,1.05,受平手/半球,0.88,3.4,3.6,2.05,94.40%
德甲,比勒费,霍芬海,1,1,0.85,平手,1.08,2.4,3.9,2.62,94.80%
德甲,勒沃,柏林联,1,1,1,半球,0.93,1.85,3.8,3.6,92.50%
德甲,门兴,斯图加,1,2,0.99,一球/球半,0.94,1.5,5,5.5,95.40%
德甲,奥格斯,不来梅,2,0,1.05,平手/半球,0.75,2.4,3.25,3,94.50%
德甲,弗赖堡,拜仁,2,2,1.05,受球半/两球,0.88,8,6.5,1.28,94.30%
意甲,斯佩齐,都灵,4,1,0.78,受平手/半球,1.16,3.1,3.1,2.45,94.90%
意甲,热那亚,亚特兰,3,4,1.05,受两球,0.88,13,8,1.17,94.60%
意甲,尤文,国米,3,2,0.9,平手/半球,1.03,2.05,3.8,3.3,94.90%
意甲,罗马,拉齐奥,2,0,1.1,受平手/半球,0.83,3.3,4,2,95.00%
法乙,南锡,亚眠,2,2,0.9,半球,0.95,1.83,3.4,3.9,91.20%
法乙,索肖,欧塞尔,2,3,0.975,受半球/一球,0.875,5.5,4,1.61,95.00%
法乙,格勒诺,罗德兹,1,0,0.9,一球/球半,0.95,1.33,4.75,10,94.10%
英超,维拉,埃弗顿,0,0,0.82,受平手/半球,1.11,3,3.3,2.4,95.00%
英超,曼联,利物浦,2,4,1.08,平手,0.85,2.75,3.75,2.38,95.20%
德国杯,莱比锡,多特,1,4,0.9,平手,0.95,2.62,3.6,2.45,93.70%
意甲,克罗托,维罗纳,2,1,0.87,受半球/一球,1.06,4.2,4,1.75,94.40%
西甲,巴利亚,比利亚,0,2,1.07,受半球,0.86,4.2,3.8,1.8,94.60%
西甲,埃瓦尔,贝蒂斯,1,1,1.04,平手,0.89,2.75,3.4,2.5,94.50%
西甲,格拉纳,皇马,1,4,1.025,受一球/球半,0.775,8,5.25,1.33,93.70%
荷甲,阿贾克,芬洛,3,1,0.91,两球半,0.99,1.08,11,19,93.50%
荷甲,埃门,海伦芬,3,1,0.87,平手/半球,1.03,2.05,3.75,3.3,94.60%
荷甲,格罗宁,阿尔克,0,0,0.83,受一球,1.07,5.25,4.2,1.6,94.90%
荷甲,福图纳,维迪斯,3,3,0.96,受半球,0.94,3.75,3.8,1.85,93.40%
荷甲,赫拉克,费耶诺,1,1,0.93,受半球,0.97,3.75,3.75,1.91,94.60%
荷甲,埃因霍,兹沃勒,4,2,0.88,两球/两球半,1.02,1.14,8,15,93.60%
荷甲,鹿特丹,乌德勒,0,0,0.92,受平手/半球,0.98,3.25,3.6,2.1,94.20%
英超,切尔西,阿森纳,0,1,0.98,半球,0.95,1.91,3.4,4.2,94.70%
意甲,卡利亚,佛罗伦,0,0,1.03,平手/半球,0.9,2.3,3.2,3.25,94.80%
意甲,亚特兰,贝内文,2,0,0.88,两球/两球半,1.05,1.17,7.5,15,94.80%
意甲,博洛尼,热那亚,0,2,0.88,平手/半球,1.05,2.2,3.4,3.25,94.70%
意甲,拉齐奥,帕尔马,1,0,0.88,球半,1.02,1.28,6,9.5,95.00%
意甲,桑普多,斯佩齐,2,2,0.9,平手,1.03,2.5,3.6,2.65,94.80%
意甲,萨索洛,尤文,1,3,1.05,受半球/一球,0.88,4.75,4.5,1.6,94.50%
意甲,都灵,AC米兰,0,7,0.96,受半球/一球,0.97,4.75,4,1.7,95.40%
意甲,国米,罗马,3,1,0.82,半球/一球,1.11,1.6,4.5,4.6,93.90%
西甲,塞维利,巴伦西,1,0,1.09,一球,0.84,1.6,4,5.5,94.60%
西甲,塞尔塔,赫塔费,1,0,0.97,平手,0.96,2.8,3,2.75,94.90%
西甲,韦斯卡,毕尔巴,1,0,0.87,平手,1.06,2.55,3.25,2.8,94.60%
西甲,马竞技,社会,2,1,0.87,半球/一球,1.06,1.67,3.7,5.5,95.20%
荷乙,埃因FC,乌青年,2,2,1.05,平手/半球,0.8,2.38,3.6,2.7,93.60%
英超,维拉,曼联,1,3,0.86,受半球/一球,1.07,4.33,4,1.75,95.00%
英超,西汉姆,埃弗顿,0,1,0.87,平手/半球,1.06,2.1,3.5,3.4,94.70%
英超,阿森纳,西布罗,3,1,0.83,一球,1.1,1.44,4.5,6.5,93.40%
德甲,法兰克,美因茨,1,1,0.98,半球,0.95,1.91,4,3.6,95.10%
德甲,赫塔,比勒费,0,0,0.94,半球,0.99,1.91,3.5,4,94.40%
意甲,维罗纳,都灵,1,1,0.82,受平手/半球,1.075,2.88,3.4,2.4,94.50%
意甲,帕尔马,亚特兰,2,5,1,受两球,0.93,13,8,1.17,94.60%
意甲,贝内文,卡利亚,1,3,1.07,平手,0.86,2.88,3.3,2.45,94.50%
意甲,罗马,克罗托,5,0,1.01,球半,0.92,1.36,5.25,7,93.60%
意甲,尤文,AC米兰,0,3,1.06,半球/一球,0.87,1.73,3.9,4.5,94.60%
西甲,巴伦西,巴利亚,3,0,0.89,平手/半球,1.04,2.1,3.3,3.6,94.60%
西甲,比利亚,塞尔塔,2,4,0.82,半球/一球,1.11,1.6,4,5.25,93.90%
西甲,皇马,塞维利,2,2,0.93,半球,1,1.83,4,4,95.60%
法甲,雷恩,日尔曼,1,1,1.01,受一球,0.92,6.5,4.5,1.45,93.80%
英超,谢菲联,水晶宫,0,2,1.08,平手,0.85,2.9,3.2,2.5,94.60%
英超,曼城,切尔西,1,2,1.05,半球,0.88,2,3.4,3.8,94.60%
英超,利物浦,南安普,2,0,0.9,球半,1.03,1.28,5.75,9.5,94.30%
德甲,多特,莱比锡,3,2,1.06,平手/半球,0.87,2.25,3.75,2.88,94.50%
德甲,霍芬海,沙尔克,4,2,1.09,球半/两球,0.84,1.28,6,9,94.40%
德甲,沃尔夫,柏林联,3,0,1,半球/一球,0.8,1.8,3.6,4.5,94.70%
德甲,不来梅,勒沃,0,0,0.93,受半球,1,4,3.6,1.91,95.10%
德甲,拜仁,门兴,6,0,0.87,一球/球半,1.06,1.4,5.75,6,94.80%
意甲,斯佩齐,那不勒,1,4,1.07,受一球,0.86,6,4.6,1.5,95.20%
意甲,乌迪内,博洛尼,1,1,1.1,平手/半球,0.83,2.35,3.2,3.2,95.20%
意甲,国米,桑普多,5,1,1.08,一球/球半,0.85,1.44,4.75,6.5,94.40%
意甲,佛罗伦,拉齐奥,2,0,1.01,受半球,0.92,4,3.8,1.85,94.90%
西甲,巴萨,马竞技,0,0,1.02,半球/一球,0.91,1.73,3.8,4.75,95.10%
西甲,毕尔巴,奥萨苏,2,2,0.97,半球/一球,0.96,1.7,3.75,5,94.80%
日职乙,爱媛,磐田,0,0,0.925,受半球/一球,0.925,4.75,3.5,1.67,91.30%
日职乙,山形,甲府,2,2,0.95,平手,0.9,2.7,2.9,2.62,91.20%
日职乙,大宫,新泻,2,3,1.1,平手,0.775,2.9,3.2,2.45,93.90%
日职乙,山口,千叶,0,1,0.8,受平手/半球,1.05,3.1,2.88,2.38,91.70%
日职乙,金泽,水户,2,3,0.8,平手/半球,1.05,2.1,3.4,3.4,93.90%
日职乙,东京,群马,3,1,0.975,平手/半球,0.875,2.2,3.25,3.3,93.90%
日职乙,FC琉球,京都,0,0,0.875,受平手/半球,0.975,3,3.6,2.2,93.80%
欧冠,曼城,日尔曼,2,0,1.07,一球,0.86,1.57,4.33,5.25,94.50%
欧冠,切尔西,皇马,2,0,1.02,平手/半球,0.91,2.25,3.3,3.25,94.80%
解放者杯,桑托斯,最强者,5,0,1,球半/两球,0.85,1.33,5,8.5,93.50%
解放者杯,米内罗,波特诺,4,0,1.025,一球/球半,0.825,1.44,4.2,8,94.60%
解放者杯,巴塞SC,博卡,1,0,1.05,平手/半球,0.8,2.4,3.2,3,94.10%
解放者杯,基多大,弗拉门,2,3,1.05,受平手/半球,0.8,3.1,3.6,2.15,93.90%
解放者杯,竞技,圣保罗,0,0,0.75,受半球,1.125,4,3.3,1.95,93.80%
英超,水晶宫,曼城,0,2,0.94,受球半,0.99,9.5,5.5,1.3,94.70%
英超,布赖顿,利兹,2,0,1.1,半球,0.83,2,3.5,3.75,95.00%
英超,切尔西,富勒姆,2,0,0.88,一球,1.05,1.45,4.33,7.5,94.90%
英超,埃弗顿,维拉,1,2,1.03,半球,0.9,1.95,3.7,3.7,94.90%
德国杯,多特,基尔,5,0,1.025,两球,0.775,1.2,6.5,13,94.00%
意甲,维罗纳,斯佩齐,1,1,0.83,平手/半球,1.1,2.05,3.5,3.5,94.40%
意甲,克罗托,国米,0,2,0.83,受两球,1.1,12,7,1.2,94.40%
意甲,AC米兰,贝内文,2,0,1.07,球半,0.86,1.33,5.5,8,94.50%
西甲,埃瓦尔,阿拉维,3,0,1.09,平手/半球,0.84,2.38,3.1,3.3,95.60%
西甲,埃尔切,马竞技,0,1,1.07,受一球,0.86,8.5,4.33,1.4,94.10%
西甲,韦斯卡,社会,1,0,0.79,受半球,1.15,3.5,3.4,2.1,94.70%
西甲,皇马,奥萨苏,2,0,0.86,一球/球半,1.07,1.33,5.25,9,94.90%
法甲,日尔曼,朗斯,2,1,0.86,一球/球半,1.07,1.36,5.25,7.5,94.40%
荷甲,福图纳,特温特,3,0,0.91,受平手/半球,0.99,3.2,3.5,2.15,94.00%
英超,利兹,曼联,0,0,1.08,受半球,0.85,4.2,4,1.75,94.40%
英超,维拉,西布罗,2,2,0.82,平手/半球,1.11,2.05,3.5,3.6,95.10%
德甲,莱比锡,斯图加,2,0,1.05,球半,0.88,1.36,5.25,7.5,94.40%
德甲,门兴,比勒费,5,0,0.86,半球/一球,1.07,1.6,4,5.5,94.60%
意甲,佛罗伦,尤文,1,1,1.025,受半球/一球,0.775,5.25,4.33,1.6,95.60%
意甲,国米,维罗纳,1,0,0.93,球半,1,1.33,5.25,8,93.70%
意甲,卡利亚,罗马,3,2,1.03,受平手/半球,0.9,3.2,3.6,2.15,94.80%
意甲,亚特兰,博洛尼,5,0,1.07,两球,0.86,1.2,7,12,94.40%
西甲,比利亚,巴萨,1,2,1.02,受半球/一球,0.91,4.5,4.33,1.65,94.40%
西甲,塞尔塔,奥萨苏,2,1,1.08,半球/一球,0.85,1.75,3.75,4.75,95.40%
西甲,塞维利,格拉纳,2,1,1.11,一球/球半,0.82,1.44,4.5,7,94.40%
西甲,毕尔巴,马竞技,2,1,1.07,受半球,0.86,4.5,3.4,1.85,94.60%
法甲,雷恩,第戎,5,1,1.06,球半,0.84,1.36,4.75,9,94.60%
法甲,昂热,摩纳哥,0,1,0.87,受一球/球半,1.06,8.5,4.75,1.36,94.00%
